Id,Name,Score,Genres,English,Japanese,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Min_Duration,Aired_Start,Aired_End,Premiered_Year,Premiered_Season
38963,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,7.14,"Comedy, Drama",Unknown,あの日見た花の名前を僕達はまだ知らない。「めんまへの手紙」,Special,1,Unknown,Unknown,A-1 Pictures,Original,12 min.,PG-13,3032,3986,16604,24,12.0,"Feb 22, 2012",Unknown,Unknown,Unknown
38970,Land,6.03,"Dementia, Music",Land,Land,Movie,1,Unknown,Unknown,Unknown,Original,3 min.,G,8137,14413,232,1,3.0,"Oct 9, 2013",Unknown,Unknown,Unknown
38971,Nekomonogatari: Kuro Recap,6.89,Supernatural,Unknown,「化物語」ダイジェストムービー,Special,1,Unknown,Unknown,Shaft,Light novel,2 min.,R-17+,4051,5446,7719,8,2.0,"Mar 6, 2013",Unknown,Unknown,Unknown
38972,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze Recaps,6.74,"Action, Adventure, Shounen",Unknown,ジョジョの奇妙な冒険 黄金の風 Recaps,Special,3,Warner Bros. Japan,Unknown,David Production,Manga,23 min. per ep.,R-17+,4720,3350,23996,302,23.0,"Jan 5, 2019","May 4, 2019",Unknown,Unknown
38974,Bouen no March,6.07,Music,Unknown,望遠のマーチ,Music,1,Toy's Factory,Unknown,HOTZIPANG,Original,4 min.,G,7915,13266,325,0,4.0,"Sep 23, 2018",Unknown,Unknown,Unknown
38975,Sansha Mendan: Rensa Suru Chijoku Choukyou no Gakuen,6.55,"Hentai, School",Unknown,三射面談 ～連鎖する恥辱・調教の学園～,OVA,Unknown,PoRO,Unknown,Unknown,Visual novel,30 min.,Hentai,0,7837,3003,5,30.0,"Mar 29, 2019",?,Unknown,Unknown
38980,I Like It,4.76,Music,I Like It,I Like It,Music,1,Warner Music Japan,Unknown,Unknown,Original,1 min.,PG-13,10795,12179,493,2,1.0,"Nov 26, 2018",Unknown,Unknown,Unknown
38981,"Mini Toji: Kanami-Mihono no ""Toji Miko Taidou-hen"" 205-byou de Shoukai Tokuban!",5.5,"Action, Parody",Katana Maidens ~ Mini Toji – Katana Maidens Quickening Arc 205-Second Introduction Special!,みにとじ 可奈美・美炎の「とじみこ 胎動編」205秒で紹介特番!,Special,1,Unknown,Unknown,Unknown,Original,3 min.,G,9674,9772,1369,3,3.0,"Jan 6, 2019",Unknown,Unknown,Unknown
38982,Mobile Suit Gundam: Iron-Blooded Orphans - Urðr Hunt,Unknown,"Action, Sci-Fi, Space, Drama, Mecha",Unknown,機動戦士ガンダム 鉄血のオルフェンズ ウルズハント,ONA,Unknown,Sunrise,Unknown,Sunrise Beyond,Original,Unknown,R-17+,0,5610,7222,19,0.0,Unknown,Unknown,Unknown,Unknown
38985,Birthday Wonderland,6.52,"Adventure, Fantasy",Birthday Wonderland,バースデー・ワンダーランド,Movie,1,Aniplex,Eleven Arts,Signal.MD,Book,1 hr. 55 min.,PG-13,5795,4432,12860,12,115.0,"Apr 26, 2019",Unknown,Unknown,Unknown
38986,Kimi ga Inakucha!,6.27,Music,Unknown,キミがいなくちゃっ！,Music,1,Unknown,Unknown,SANZIGEN,Original,1 min.,G,7027,12116,500,0,1.0,"Oct 18, 2018",Unknown,Unknown,Unknown
38987,True Tears Recap,5.94,Drama,Unknown,true tears 第01話~第10話 ダイジェスト,Special,1,Unknown,Unknown,P.A. Works,Original,6 min.,PG-13,8397,11058,770,0,6.0,"Jan 29, 2013",Unknown,Unknown,Unknown
38990,Chuan Shu Zijiu Zhinan,7.83,"Historical, Demons, Supernatural, Drama",Scumbag System,穿书自救指南,ONA,10,Tencent Penguin Pictures,Unknown,Djinn Power,Novel,20 min. per ep.,R-17+,767,5893,6363,208,20.0,"Sep 10, 2020","Oct 1, 2020",Unknown,Unknown
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,7.35,"Comedy, Romance","Science Fell in Love, So I Tried to Prove It",理系が恋に落ちたので証明してみた。,ONA,12,Flex Comix,Unknown,Zero-G,Web manga,23 min. per ep.,PG-13,2097,877,170554,601,23.0,"Jan 11, 2020",Unknown,Unknown,Unknown
38993,Karakai Jouzu no Takagi-san 2,8.15,"Slice of Life, Comedy, Romance, School, Shounen",Unknown,からかい上手の高木さん2,TV,12,Dentsu,Unknown,Shin-Ei Animation,Manga,23 min. per ep.,PG-13,362,825,182529,1868,23.0,"Jul 7, 2019","Sep 22, 2019",2019,Summer
38994,Toriko no Shizuku: Natsu no Gouka Kyakusen de Kegasareru Otome-tachi,6.05,Hentai,Unknown,虜ノ雫 ~夏の豪華客船で穢される処女たち~,OVA,2,Unknown,Media Bank,Gold Bear,Visual novel,30 min. per ep.,Hentai,0,8428,2371,13,30.0,"Mar 22, 2019","Sep 20, 2019",Unknown,Unknown
38995,Hinagiku Virgin Lost Club e Youkoso,6.8,Hentai,Unknown,ヒナギクヴァージンロストクラブへようこそ,OVA,2,Unknown,Unknown,Unknown,Manga,20 min. per ep.,Hentai,0,6545,4903,28,20.0,"Mar 15, 2019","May 24, 2019",Unknown,Unknown
38997,Boku wa Mou Inai,5.77,Music,Unknown,僕はもういない,Music,1,Victor Entertainment,Unknown,Unknown,Original,3 min.,G,8943,14764,208,0,3.0,"Jan 8, 2019",Unknown,Unknown,Unknown
38999,Watashi ni Tenshi ga Maiorita! Special,7.3,"Comedy, Shoujo Ai, Slice of Life",Unknown,私に天使が舞い降りた！,Special,1,Unknown,Unknown,Doga Kobo,4-koma manga,22 min.,PG-13,2358,3596,20761,486,22.0,"May 24, 2019",Unknown,Unknown,Unknown
39000,Color Cycling,5.39,Dementia,Color Cycling,カラーサイクリング,ONA,1,Decovocal,Unknown,Unknown,Original,2 min.,G,9941,13832,270,0,2.0,"Jan 10, 2019",Unknown,Unknown,Unknown
39001,Light Speed Days,5.33,Music,Unknown,ライトスピード・デイズ,Music,1,Unknown,Unknown,Unknown,Original,2 min.,G,10080,12441,445,0,2.0,"Jan 10, 2019",Unknown,Unknown,Unknown
39003,Kyou mo Tsuno ga Aru,Unknown,Comedy,Unknown,今日もツノがある,TV,50,Unknown,Unknown,MMDGP,Web manga,1 min. per ep.,G,15251,12721,392,0,1.0,"Feb 21, 2019","Feb 19, 2020",2019,Winter
39007,Kawauso Labo,Unknown,Comedy,Unknown,カワウソラボ,TV,26,DAX Production,Unknown,Kachidoki Studio,Other,Unknown,G,14912,11409,671,1,0.0,"Jan 15, 2019","Jul 16, 2019",2019,Winter
39011,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu Episode 0,6.1,"Comedy, Parody, Fantasy",Unknown,ティグルくんとヴァナディーちゅ 第0話,ONA,1,Unknown,Unknown,Unknown,Light novel,2 min.,G,7828,7606,3283,4,2.0,"Oct 5, 2014",Unknown,Unknown,Unknown
39014,Free! Movie 3: Road to the World - Yume,7.61,"Slice of Life, Comedy, Sports, Drama, School",Unknown,劇場版 Free!-Road to the World-夢,Movie,1,Unknown,Unknown,Kyoto Animation,Original,1 hr. 39 min.,PG-13,1249,4161,14930,39,99.0,"Jul 5, 2019",Unknown,Unknown,Unknown
39017,Kyokou Suiri,6.96,"Mystery, Demons, Supernatural, Romance, Shounen",In/Spectre,虚構推理,TV,12,Nihon Ad Systems,Unknown,Brain's Base,Manga,24 min. per ep.,R-17+,3778,552,262705,923,24.0,"Jan 12, 2020","Mar 29, 2020",2020,Winter
39018,"Right Places: Sono Toki, Boku no Irubeki Basho",5.83,"Fantasy, Supernatural",Right Places,"Right Places その時, ぼくの居るべき場所",ONA,1,Unknown,Unknown,Unknown,Original,5 min.,G,8729,12660,406,0,5.0,"Oct 25, 2013",Unknown,Unknown,Unknown
39020,Flying Luna Clipper,5.8,"Music, Comedy, Parody, Dementia, Psychological, Ecchi",Flying Luna Clipper,フライング・ルナクリッパー,OVA,1,Unknown,Unknown,Unknown,Original,55 min.,G,8850,11801,573,8,55.0,"Oct 20, 1987",Unknown,Unknown,Unknown
39022,Ling Feng Zhe,6.07,"Slice of Life, Historical, Drama, Romance",The Leader,领风者,ONA,7,bilibili,Unknown,Wawayu Animation,Original,24 min. per ep.,PG-13,7957,7907,2906,21,24.0,"Jan 28, 2019","Mar 4, 2019",Unknown,Unknown
39023,Qin Shi Ming Yue: Canghai Hengliu,Unknown,"Action, Historical, Martial Arts, Fantasy",The Legend of Qin VI,秦时明月之沧海横流,ONA,Unknown,Unknown,Unknown,Sparkly Key Animation Studio,Novel,20 min.,PG-13,11671,10797,866,2,20.0,"Oct 8, 2020",?,Unknown,Unknown
39024,Wu Dong Qian Kun,7.39,"Action, Adventure, Historical, Martial Arts, Fantasy",Unknown,武动乾坤,ONA,12,Tencent Penguin Pictures,Unknown,Motion Magic,Novel,25 min. per ep.,PG-13,1937,7219,3788,38,25.0,"Jan 27, 2019","Apr 7, 2019",Unknown,Unknown
39026,Dumbbell Nan Kilo Moteru?,7.36,"Comedy, Ecchi, Slice of Life, Sports",How heavy are the dumbbells you lift?,ダンベル何キロ持てる？,TV,12,AT-X,Funimation,Doga Kobo,Web manga,24 min. per ep.,PG-13,2060,619,236040,842,24.0,"Jul 3, 2019","Sep 18, 2019",2019,Summer
39027,Aru Otoko no Ikikata,5.42,Historical,Unknown,ある男の生き方,ONA,1,Unknown,Unknown,Unknown,Original,2 min.,G,9885,13648,284,0,2.0,"Jan 15, 2019",Unknown,Unknown,Unknown
39030,Hataage! Kemono Michi,6.69,"Comedy, Fantasy, Shounen",Kemono Michi:Rise Up,旗揚! けものみち,TV,12,AT-X,Funimation,ENGI,Manga,23 min. per ep.,PG-13,4967,1101,135278,205,23.0,"Oct 2, 2019","Dec 18, 2019",2019,Fall
39031,B Rappers Street,Unknown,"Music, Comedy",Unknown,Bラッパーズ ストリート,TV,50,Sony Music Communications,Unknown,Pie in the sky,Original,2 min. per ep.,G,13377,12129,499,2,2.0,"Apr 11, 2019","Mar 26, 2020",2019,Spring
39034,The Planet of Stray Cats,Unknown,"Sci-Fi, Parody",The Planet of Stray Cats,The Planet of Stray Cats,OVA,13,Unknown,Unknown,Studio Crocodile,Other,5 min. per ep.,PG-13,12473,17123,72,1,5.0,"Nov 11, 2015",Unknown,Unknown,Unknown
39035,Lux Straight & Beauty Massugu Ikiru,5.16,"Sci-Fi, Slice of Life",Unknown,ラックス ストレート＆ビューティー まっすぐ生きる,ONA,1,Unknown,Unknown,Unknown,Original,1 min.,G,10381,13393,310,1,1.0,"Aug 30, 2016",Unknown,Unknown,Unknown
39036,Inuwari-san,Unknown,Comedy,Inuwari-san,いぬわりさん,Special,1,Unknown,Unknown,Anon Pictures,Original,5 min.,G,14618,16740,103,0,5.0,"Mar 18, 2009",Unknown,Unknown,Unknown
39037,Be Rockin',Unknown,Music,Be Rockin',Be Rockin',ONA,5,Unknown,Unknown,Anon Pictures,Original,2 min. per ep.,G,13416,15508,164,0,2.0,"Feb 7, 2011",Unknown,Unknown,Unknown
39039,Duel Masters!!,Unknown,"Action, Adventure, Comedy, Shounen",Unknown,デュエル・マスターズ! !,TV,51,TV Tokyo,Unknown,Brain's Base,Original,24 min. per ep.,G,13884,10990,796,2,24.0,"Apr 7, 2019","Mar 29, 2020",2019,Spring
39040,Kedama no Gonjirou,Unknown,"Action, Adventure, Comedy, Fantasy, Shounen",Unknown,けだまのゴンじろー,TV,51,Unknown,Unknown,OLM,Other,24 min. per ep.,G,14918,12725,389,0,24.0,"Apr 6, 2019","Mar 28, 2020",2019,Spring
39042,Gaki ni Modotte Yarinaoshi!!!,6.98,"Hentai, School",Unknown,ガキにもどって犯りなおしっ!!!,ONA,2,Unknown,Unknown,Unknown,Web manga,17 min. per ep.,Hentai,0,5727,6866,78,17.0,"Jan 18, 2019","Sep 20, 2019",Unknown,Unknown
39047,Puttobe! Poodel,Unknown,"Music, Comedy",Unknown,プッとべ！プーデル,Music,27,Unknown,Unknown,DLE,Original,1 min. per ep.,G,11629,17168,68,0,1.0,2010,Unknown,Unknown,Unknown
39049,Jashin-chan Dropkick',7.42,"Comedy, Supernatural",Dropkick on My Devil!! Dash,邪神ちゃんドロップキック'（ダッシュ）,ONA,11,BookLive,Unknown,Nomad,Web manga,23 min. per ep.,PG-13,1843,3306,24514,64,23.0,"Apr 6, 2020",Unknown,Unknown,Unknown
39056,Mirai Koushi Harima SACLA NEX RAY,5.71,"Sci-Fi, Music",Unknown,未来光子 播磨サクラ NEX RAY（ネクスレイ）,ONA,1,Unknown,Unknown,Kamikaze Douga,Original,2 min.,G,9121,13783,273,0,2.0,"Oct 12, 2017",Unknown,Unknown,Unknown
39057,A New Journey,6.24,"Action, Game",Unknown,A New Journey,ONA,1,Unknown,Unknown,P.A. Works,Game,1 min.,PG-13,7140,9368,1622,4,1.0,"Jan 18, 2019",Unknown,Unknown,Unknown
39058,Megane no Megami,7.24,Hentai,Unknown,メガネnoメガミ,OVA,2,Lune Pictures,Unknown,T-Rex,Manga,15 min. per ep.,Hentai,0,6685,4654,34,15.0,"May 31, 2019","Jun 7, 2019",Unknown,Unknown
39063,Fairy Gone,5.81,"Action, Demons, Fantasy, Magic, Supernatural",Unknown,Fairy gone フェアリーゴーン,TV,12,Mainichi Broadcasting System,Funimation,P.A. Works,Original,23 min. per ep.,PG-13,8817,1103,134898,192,23.0,"Apr 8, 2019","Jun 24, 2019",2019,Spring
39065,Bokura Mada Underground,7.5,Music,We're Still Underground,僕らまだアンダーグラウンド,Music,1,Unknown,Unknown,Wit Studio,Original,5 min.,G,1580,8231,2552,8,5.0,"Jan 24, 2019",Unknown,Unknown,Unknown
39066,Karakuri Circus (TV): Makuai - Soshite Mata Kaimaku Bell,6.16,"Adventure, Mystery, Shounen",Unknown,幕間~そしてまた開幕ベル~,Special,1,Unknown,Unknown,Studio VOLN,Manga,24 min.,PG-13,7524,8440,2353,2,24.0,"Jan 24, 2019",Unknown,Unknown,Unknown
39067,Tales of the Rays: Everlasting Destiny,6.06,"Game, Fantasy",Tales of the Rays:Everlasting Destiny,テイルズ オブ ザ レイズ フェアリーズ レクイエム,ONA,1,Unknown,Unknown,Unknown,Game,15 min.,G,7999,10756,868,1,15.0,"Jul 4, 2019",Unknown,Unknown,Unknown
39068,Ano Danchi no Tsuma-tachi wa... The Animation,6.8,Hentai,Unknown,あの団地の妻たちは... The Animation,OVA,2,Unknown,Unknown,Unknown,Digital manga,26 min. per ep.,Hentai,0,7540,3358,26,26.0,"May 26, 2019","Oct 25, 2019",Unknown,Unknown
39071,Machikado Mazoku,7.68,"Slice of Life, Comedy, Magic",The Demon Girl Next Door,まちカドまぞく,TV,12,Pony Canyon,Sentai Filmworks,J.C.Staff,4-koma manga,24 min. per ep.,PG-13,1080,1521,90708,670,24.0,"Jul 12, 2019","Sep 27, 2019",2019,Summer
39078,Aikatsu Friends!: Kagayaki no Jewel,6.89,"Music, Slice of Life, School, Shoujo",Unknown,アイカツフレンズ！~かがやきのジュエル~,TV,26,Unknown,Unknown,Bandai Namco Pictures,Game,24 min. per ep.,PG,4078,7441,3539,18,24.0,"Apr 4, 2019","Sep 26, 2019",2019,Spring
39080,Ling Jian Zun,7.03,"Action, Adventure, Romance, Martial Arts, Fantasy",Unknown,灵剑尊,ONA,30,Unknown,Unknown,Soyep,Novel,10 min. per ep.,PG-13,3537,8707,2090,7,10.0,"Jan 15, 2019","Apr 26, 2019",Unknown,Unknown
39085,Aikagi The Animation,7.09,Hentai,Unknown,アイカギ The Animation,OVA,1,Pink Pineapple,Unknown,Unknown,Visual novel,26 min.,Hentai,0,5744,6775,49,26.0,"Apr 26, 2019",Unknown,Unknown,Unknown
39086,A Christmas Song,5.66,Music,A Christmas Song,A Christmas Song,Music,1,Avex Entertainment,Unknown,Unknown,Original,5 min.,G,9260,13957,262,0,5.0,"Nov 29, 2012",Unknown,Unknown,Unknown
39093,Additional Memory,7.28,Music,Unknown,アディショナルメモリー,Music,1,Unknown,Unknown,Unknown,Original,4 min.,PG-13,2432,6917,4239,24,4.0,"Sep 14, 2018",Unknown,Unknown,Unknown
39094,Toaru Majutsu no Index-tan III,6.47,Comedy,A Certain Magical Index III:Specials,とある魔術の禁書目録たん,Special,2,Unknown,Unknown,Unknown,Light novel,9 min. per ep.,PG-13,6048,5647,7105,5,9.0,"Dec 26, 2018","Apr 30, 2019",Unknown,Unknown
39095,Aishiteru,5.16,"Music, Romance",Unknown,アイシテル,Music,1,Avex Entertainment,Unknown,Unknown,Original,4 min.,G,10372,15000,193,0,4.0,"Jul 11, 2010",Unknown,Unknown,Unknown
39101,Eiyuu Densetsu: Head On! Master Senshi,Unknown,"Mecha, Sci-Fi",Unknown,英雄伝説　ヘッドオン！マスター戦士,OVA,1,Unknown,Unknown,Toei Animation,Other,25 min.,G,13907,15401,170,0,25.0,Unknown,Unknown,Unknown,Unknown
39109,Yuuki no Hana ga Hiraku Toki: Yanase Takashi to Anpanman no Monogatari,Unknown,"Drama, Kids",Unknown,勇気の花がひらくとき やなせたかしとアンパンマンの物語,Special,1,Unknown,Unknown,TMS Entertainment,Novel,55 min.,G,13086,16098,133,0,55.0,"Feb 10, 2019",Unknown,Unknown,Unknown
39112,Kawaki wo Ameku,8.27,Music,Crying for Rain,カワキヲアメク,Music,1,Unknown,Unknown,Unknown,Music,4 min.,PG-13,251,3926,17113,169,4.0,"Jan 29, 2019",Unknown,Unknown,Unknown
39113,Lilac,7.44,Music,Lilac,ライラック,Music,1,Unknown,Unknown,Unknown,Original,5 min.,PG-13,1774,7791,3057,5,5.0,"Jun 12, 2018",Unknown,Unknown,Unknown
39114,Hollowness,7.53,Music,Hollowness,ホロネス,Music,1,Unknown,Unknown,Unknown,Original,5 min.,PG-13,1481,7918,2891,12,5.0,"Aug 3, 2018",Unknown,Unknown,Unknown
39115,Uchuu Senkan Tiramisù II Specials,6.4,"Comedy, Mecha, Sci-Fi, Seinen, Slice of Life, Space",Space Battleship Tiramisu Zwei Specials,宇宙戦艦ティラミスⅡ（ツヴァイ）,Special,4,Unknown,Unknown,Gonzo,Web manga,7 min. per ep.,PG-13,6391,9139,1762,0,7.0,"Jan 30, 2019",Unknown,Unknown,Unknown
39116,Jue Ji,6.31,"Adventure, Fantasy, Magic",L.O.R.D:Legend of Ravaging Dynasties,爵跡,Movie,1,Unknown,Unknown,Unknown,Original,1 hr. 57 min.,R-17+,6819,13394,310,1,117.0,"Sep 30, 2016",Unknown,Unknown,Unknown
39150,Otogi,7.11,Music,Unknown,おとぎ,Music,4,Toy's Factory,Unknown,Unknown,Original,3 min. per ep.,G,3141,10761,872,5,3.0,"Feb 6, 2019",Unknown,Unknown,Unknown
39163,Nonsense Bungaku,6.67,Music,Literary Nonsense,ナンセンス文学,Music,1,Unknown,Unknown,Unknown,Original,3 min.,G,5029,11379,684,1,3.0,"Jul 13, 2017",Unknown,Unknown,Unknown
39164,Dramaturgy,7.52,Music,Dramaturgy,ドラマツルギー,Music,1,Unknown,Unknown,Unknown,Original,4 min.,G,1512,9281,1725,11,4.0,"Oct 10, 2017",Unknown,Unknown,Unknown
39165,Oki ni Mesu mama,7.22,Music,As You Like It,お気に召すまま,Music,1,Unknown,Unknown,Unknown,Original,4 min.,G,2671,10569,953,7,4.0,"Nov 29, 2017",Unknown,Unknown,Unknown
39166,Girls & Panzer: Saishuushou Part 3,Unknown,"Military, School",Unknown,『ガールズ＆パンツァー 最終章』第3話,Movie,1,Unknown,Unknown,Actas,Original,Unknown,PG-13,0,5214,8637,24,0.0,"Mar 26, 2021",Unknown,Unknown,Unknown
39173,Haita,5.93,Music,Unknown,ハイタ,Music,1,Unknown,Unknown,Unknown,Original,3 min.,G,8453,14926,197,0,3.0,"Apr 7, 2017",Unknown,Unknown,Unknown
39174,Sister,6.12,Music,Sister,sister,Music,1,Unknown,Unknown,Unknown,Original,4 min.,G,7737,13088,343,0,4.0,"Dec 2, 2016",Unknown,Unknown,Unknown
39178,Doupo Cangqiong 2nd Season Specials,7.31,"Action, Adventure, Demons, Fantasy",Unknown,斗破苍穹特别篇2沙之澜歌,ONA,3,Tencent Penguin Pictures,Unknown,Motion Magic,Novel,25 min. per ep.,PG-13,2287,9604,1482,7,25.0,"Apr 14, 2019","Apr 28, 2019",Unknown,Unknown
39183,Super Shiro,6.0,Kids,Unknown,SUPER SHIRO (スーパーシロ),TV,48,Shin-Ei Animation,Unknown,Science SARU,Manga,5 min. per ep.,PG,8243,9499,1538,5,5.0,"Oct 14, 2019","Sep 7, 2020",2019,Fall
39184,A3! Season Spring & Summer,7.14,"Slice of Life, Drama",A3! Season Spring & Summer,A3! SEASON SPRING & SUMMER,TV,12,Pony Canyon,Funimation,P.A. Works,Game,23 min. per ep.,PG-13,3010,3660,20153,222,23.0,"Jan 14, 2020","Jun 23, 2020",2020,Winter
39185,Tatakau Mono-tachi e Ai wo Komete,6.32,"Drama, Music",Unknown,闘う戦士(もの)たちへ愛を込めて,Music,1,Unknown,Unknown,Unknown,Original,5 min.,PG-13,6787,14658,213,0,5.0,"Jul 12, 2018",Unknown,Unknown,Unknown
39188,Xie Wang Zhui Qi,6.7,"Action, Comedy, Drama, Romance, Martial Arts, Fantasy",Unknown,邪王追妻,ONA,13,iQIYI,Unknown,KJJ Animation,Novel,13 min. per ep.,PG-13,4921,4649,11547,133,13.0,"Jan 24, 2019","Apr 11, 2019",Unknown,Unknown
39191,Wan Jie Shen Zhu,6.98,"Adventure, Fantasy",Unknown,万界神主,ONA,60,Unknown,Unknown,Ruo Hong Culture,Manga,9 min. per ep.,PG-13,3704,9803,1364,9,9.0,"Feb 6, 2019","Aug 31, 2019",Unknown,Unknown
39194,Shin Chuuka Ichiban!,6.4,"Comedy, Shounen",Unknown,真・中華一番!,TV,12,Kodansha,Unknown,Production I.G,Manga,24 min. per ep.,PG-13,6420,5209,8619,9,24.0,"Oct 12, 2019","Dec 28, 2019",2019,Fall
39195,Beastars,8.05,"Slice of Life, Psychological, Drama, Shounen",Unknown,BEASTARS,TV,12,Movic,Unknown,Orange,Manga,22 min. per ep.,R-17+,473,281,462481,6700,22.0,"Oct 10, 2019","Dec 26, 2019",2019,Fall
39196,Mairimashita! Iruma-kun,7.7,"Comedy, Demons, Supernatural, Fantasy, School, Shounen",Welcome to Demon School! Iruma-kun,魔入りました！入間くん,TV,23,NHK,Unknown,Bandai Namco Pictures,Manga,23 min. per ep.,PG-13,1042,751,196362,1346,23.0,"Oct 5, 2019","Mar 7, 2020",2019,Fall
39198,Kanata no Astra,8.16,"Sci-Fi, Adventure, Space, Shounen",Astra Lost in Space,彼方のアストラ,TV,12,AT-X,Funimation,Lerche,Manga,28 min. per ep.,PG-13,352,756,197328,2295,28.0,"Jul 3, 2019","Sep 18, 2019",2019,Summer
39199,Katsute Kami Datta Kemono-tachi e,6.41,"Action, Drama, Fantasy, Military, Shounen",To the Abandoned Sacred Beasts,かつて神だった獣たちへ,TV,12,Kodansha,Unknown,MAPPA,Manga,23 min. per ep.,R-17+,6381,1496,92645,178,23.0,"Jul 1, 2019","Sep 16, 2019",2019,Summer
39204,Demon Dance Tokyo,6.29,Music,Demon Dance Tokyo,デーモンダンストーキョー,Music,1,Unknown,Unknown,Unknown,Original,4 min.,G,6945,13029,352,2,4.0,"Oct 19, 2016",Unknown,Unknown,Unknown
39208,100% Renewable Energy,5.8,Music,100% Renewable Energy,100% Renewable Energy,Special,1,Unknown,Unknown,Unknown,Original,2 min.,G,8817,13296,318,1,2.0,"Mar, 2012",Unknown,Unknown,Unknown
39211,Fire Me Up,5.39,Music,Fire me up,Fire me up,Music,1,Unknown,Unknown,Unknown,Original,2 min.,G,9963,12339,464,0,2.0,"Feb 6, 2019",Unknown,Unknown,Unknown
39217,Mijikamon Episode 0,5.95,Comedy,Unknown,みじかもん 第0話,ONA,1,Unknown,Unknown,Kinema Citrus,Manga,2 min.,G,8387,8130,2636,1,2.0,"Mar 7, 2014",Unknown,Unknown,Unknown
39221,Bem,6.03,"Action, Demons, Supernatural",Unknown,BEM,TV,12,TV Tokyo,Funimation,Production I.G,Original,24 min. per ep.,PG-13,8092,2193,52770,70,24.0,"Jul 15, 2019","Oct 14, 2019",2019,Summer
39222,Move to the Future,Unknown,Sci-Fi,Move to the Future,MOVE TO THE FUTURE,ONA,Unknown,Unknown,Unknown,Signal.MD,Original,3 min.,G,15698,12880,373,0,3.0,"Feb 7, 2019",?,Unknown,Unknown
39223,Fei Ren Xueyuan,6.23,"Action, Game",Non-Human Academy,非人学院,ONA,1,Unknown,Unknown,Unknown,Game,3 min.,PG-13,7212,10659,943,9,3.0,"Jun 25, 2018",Unknown,Unknown,Unknown
39230,Qing Chi Hong Xiaodou Ba! 2nd Season,Unknown,"Slice of Life, Comedy",Beanie's Daily,请吃红小豆吧! 第二季,ONA,16,bilibili,Unknown,Making Animation,Original,3 min. per ep.,G,11665,15032,191,1,3.0,"Jan 13, 2019","Apr 25, 2019",Unknown,Unknown
39231,Qiang Shen Ji,6.5,"Action, Sci-Fi",Unknown,枪神记,ONA,12,Unknown,Unknown,Mokai Technology,Game,21 min. per ep.,PG-13,5885,10090,1179,6,21.0,"Dec 8, 2017","Feb 23, 2018",Unknown,Unknown
39235,Ni no Kuni,6.38,"Action, Adventure, Magic, Fantasy",Unknown,二ノ国,Movie,1,Unknown,Unknown,OLM,Game,1 hr. 46 min.,PG-13,6523,2837,32965,36,106.0,"Aug 23, 2019",Unknown,Unknown,Unknown
39239,Sword Art Online: Alicization - Recollection,6.65,"Action, Adventure, Romance, Fantasy",Unknown,ソードアート・オンライン アリシゼーション」18.5話「リコレクション」,Special,1,Unknown,Unknown,A-1 Pictures,Light novel,24 min.,PG-13,5119,3027,29100,71,24.0,"Feb 17, 2019",Unknown,Unknown,Unknown
